"","OTU_1994","OTU_2045","OTU_9514","OTU_9822","OTU_13860","OTU_16054","OTU_24546","OTU_70219","OTU_71685","OTU_86458","OTU_86468","OTU_90431","OTU_97263","OTU_97627","OTU_104780","OTU_109014","OTU_109541","OTU_109546","OTU_110317","OTU_119271","OTU_127309","OTU_138006","OTU_145149","OTU_158660","OTU_162129","OTU_164968","OTU_165261","OTU_165734","OTU_165924","OTU_167401","OTU_168711","OTU_169182","OTU_169809","OTU_170124","OTU_170206","OTU_173934","OTU_174019","OTU_174194","OTU_174501","OTU_174620","OTU_174738","OTU_175261","OTU_175596","OTU_175617","OTU_175981","OTU_176386","OTU_176808","OTU_177111","OTU_177339","OTU_177477","OTU_178122","OTU_178148","OTU_178513","OTU_178809","OTU_179408","OTU_179460","OTU_179885","OTU_179903","OTU_179905","OTU_180070","OTU_180450","OTU_180468","OTU_181003","OTU_181139","OTU_181170","OTU_181330","OTU_181882","OTU_181961","OTU_182205","OTU_183187","OTU_183487","OTU_186640","OTU_186955","OTU_187360","OTU_187524","OTU_187743","OTU_188196","OTU_188818","OTU_188900","OTU_190310","OTU_190454","OTU_190464","OTU_193572","OTU_194041","OTU_194565","OTU_194654","OTU_194672","OTU_196080","OTU_196167","OTU_196757","OTU_196812","OTU_198909","OTU_199065","OTU_203708","OTU_203852","OTU_204044","OTU_209196","OTU_212503","OTU_213747","OTU_214503","OTU_216862","OTU_217075","OTU_219733","OTU_223351","OTU_232142","OTU_234488","OTU_249271","OTU_259569","OTU_266274","OTU_268332","OTU_296695","OTU_296918","OTU_302160","OTU_313672","OTU_316732","OTU_318833","OTU_322235","OTU_326792","OTU_337270","OTU_348374","OTU_349216","OTU_353577","OTU_355533","OTU_356051","OTU_379056","OTU_388731","OTU_469858","OTU_469890","OTU_469991","OTU_470139","OTU_470172","OTU_516022","OTU_539014","OTU_561219","OTU_561987","OTU_567197","OTU_577170","OTU_592015","OTU_593352"
"OTU_249271",121847.35978836,17786.0317460317,-7385.08994708995,-3760.15343915344,112148.587301587,-17699.5555555556,6900.63492063492,-2174.39153439153,132961.772486772,2266.07936507937,83112.0793650794,8037.2962962963,6280.49206349206,-2172.98412698413,-3144.10582010582,-4571.1746031746,-156.883597883598,-2957.67195767196,-1878.66666666667,4353.41798941799,12780.6243386243,-2797.50264550265,-3295.32275132275,6850.48148148148,-17657.6666666667,-18942.7248677249,31805.0423280423,14794.5661375661,-131233.825396825,4334.4126984127,7831.51322751323,978.687830687831,-5013.2380952381,-2893.67195767196,-45114.3174603175,-4262.74074074074,-7710.60317460317,4241.37037037037,-2312.91534391534,-3609.71428571429,-21241.1216931217,8598.28571428571,-2838.42857142857,5870.13227513228,90770.9047619048,-4896.06349206349,-4413.13227513228,10632.8941798942,24582.164021164,-10316.0740740741,-3778.51851851852,1219.98412698413,25488.5978835979,-6012.03703703704,21298.8783068783,-2570.26984126984,-8563.80952380952,-7586.39153439153,-3165.74603174603,22224.0529100529,-2684.97354497354,5953.33862433862,17037.2804232804,-6631.51322751323,-1316.31216931217,-3570.62433862434,-28968.4814814815,6866.82010582011,-3583.92592592593,7509.26984126984,9338.68253968254,-4614.75132275132,-2669.02645502646,-1958.85714285714,-1178.39153439153,-2626.56084656085,-2159.18518518519,11014.8201058201,2453.67195767196,-5223.96296296296,-15689.4761904762,24604.1693121693,-2853.49735449735,8259.00529100529,-5562.34920634921,617.428571428571,2122.2328042328,5658.98412698413,-2338.30158730159,111159.708994709,6246.44444444444,-2501.57671957672,-19867.4232804233,-10559.5925925926,8974.30158730159,-4099.03703703704,-2482.33862433862,-1741.46560846561,-4252.86243386243,-2140.29100529101,-1443.82010582011,-6407.90476190476,5528.87830687831,-4735.99470899471,-21725.3756613757,2834.88888888889,10616.835978836,-70484.6084656085,-4571.77248677249,-8812.56613756614,-2064.97354497354,-3473.2962962963,-2972.90476190476,-6332.48148148148,-7952.57142857143,-193339.883597884,14201.3703703704,262619.428571429,5288.52380952381,25986.6560846561,43778.5714285714,5314.03703703704,-4570.24867724868,-174.312169312169,-2727.69312169312,-15408.6296296296,1752.89947089947,-57290.0211640212,60165,17346.6031746032,-50796.380952381,10341.8253968254,-5256.7619047619,-1881.72486772487,-3015.60846560847,5978.03703703704,35516.3227513228,-3436,-7007.68253968254
"OTU_259569",144991.880284043,566743.665302144,-219912.539069897,-158472.467390699,2988919.73408521,837259.552325258,-91131.7486772487,212769.488081314,-1924857.25499861,59791.5546644389,9470924.14686717,-104522.029351156,-5509.41924255082,-53414.6519910888,569486.428543581,514019.839793929,762452.91261487,113542.748370927,337132.993483709,270413.982205514,1370777.6444166,2992625.54227235,-128052.521080479,422502.339264829,1784578.91203008,1246730.6646895,-102205.432442217,557684.582121972,10675363.99599,196859.807658034,-71875.9737120579,-1061051.59487608,351613.590002785,123465.066666667,534666.405792258,282197.441297689,878257.010219994,72993.3578668894,227508.342272348,880149.288415483,1244081.02896129,-103463.28780284,75860.6221943748,1288680.74633807,-1357397.80183793,540155.504650515,241896.33219159,-160083.359092175,-128508.359704818,1443381.74981899,198308.626343637,540858.188805347,-357756.378891674,273111.771010861,-72518.6075466444,258682.189501532,263680.701587302,315858.9368978,168540.361793372,-245656.762378168,105700.814592036,385570.890448343,-244107.776385408,561804.024450014,45473.7689501532,148604.400612643,3315455.68629908,-131860.831857421,117241.505875801,248159.692592593,-158603.768588137,418400.022500696,82137.3017265386,191334.075577833,195267.205513784,173943.159454191,143858.116736285,-111327.093622946,124020.828153718,367049.102450571,774764.112559176,-365679.626705653,260776.968671679,-121511.751350599,407638.331467558,115332.588833194,333767.958340295,177446.38524088,149159.321720969,3657220.73948761,-64247.9807296018,146623.933945976,950592.902060707,631356.524087998,-36015.5602617655,316642.009050404,363094.425174046,154773.143609023,176652.22406015,137717.918379282,201175.476747424,656149.289612921,150128.405430242,2659.04984683932,916784.893595099,-32190.3178780284,-70484.6084656085,8583871.29404066,382470.951378446,2886016.15998329,228361.516652743,471812.299972153,292161.747451963,414411.454859371,701185.845753272,46853003.6937622,2294132.76243386,1146273.17287664,55729.5455583403,38957.6188526873,5369838.41773879,-50729.1576719577,462938.796797549,234044.308465608,858134.350125313,3383619.39117238,-176225.421971596,6957002.38604845,-825489.339348371,-245385.908075745,2611376.07440824,330670.509830131,721092.268950153,149589.389807853,149220.741019215,17353.449401281,202511.977777778,385405.01219716,429827.763659148
"OTU_266274",-61768.3935950989,21741.2733500418,-15593.9297688666,-11280.5963241437,128635.029963798,56022.3771651351,-6146.03174603175,11082.4826510721,-130081.082762462,1662.36585909217,464632.03881927,-7703.07947646895,-3212.44500139237,-3331.38089668616,29653.5473127263,25496.7906432749,59770.2768588137,12060.6871066555,18724.674352548,7119.19314954052,65940.7631857421,187850.449122807,-9410.44617098301,12423.9091617934,73547.4741297689,72154.7322194375,-5722.0081871345,30585.6678919521,462476.225730994,9281.26783625731,-3154.31400724032,-77385.4748538012,16156.9477025898,11610.6751322751,118685.939905319,9771.33840155945,53032.744695071,470.547646895015,13596.2385407964,94127.7678084099,44484.7524366472,-7750.99916457811,6508.46583124478,75120.503369535,-89466.989529379,16066.7786688945,17124.2123085492,-10263.873294347,12060.4532999165,58122.6183792815,9825.84745196324,32824.8652186021,-25450.4693957115,20008.4255639098,-183.823224728488,15657.4469507101,21624.0772486772,15880.8561403509,6518.59348370927,-17414.5739905319,7134.28855472013,23673.615037594,-16056.1751601225,20875.4700083542,-518.612976886661,9026.24800891117,172178.467279309,-3705.10810359231,9490.18897243108,12023.0867724868,-7053.45976051239,25781.1893065998,6490.81899192425,10863.6302979671,17216.3611807296,11079.7063770537,6721.22589807853,-9188.7917571707,3165.17582846004,16973.1401837928,48141.5714842662,-24179.97048176,9517.39877471456,-8648.19871901977,14387.5800055695,3328.67557783347,11443.9279866332,6566.47045391256,10095.1341687552,88212.0946811473,-4468.34358117516,11890.2786967419,52120.6343079922,23200.6168198273,-2572.21314397104,15781.0704539126,14602.6240044556,8525.12202729045,8679.16836535784,8972.75032024506,12855.8315232526,16705.4238373712,8682.8380395433,1506.74937343358,66829.8427736007,-3318.0231133389,-4571.77248677249,382470.951378446,49940.2111946533,145258.328599276,11210.8657198552,28138.6065719855,15613.5420774158,36618.4531885269,44007.443497633,1902745.39593428,127833.542857143,-114222.294124199,511.511723753829,-5841.1000278474,291102.264438875,-3326.76084656085,24428.0478418268,11315.1682539683,41002.2191033138,38454.5383458647,-10347.7607351713,403252.058702311,-57127.928599276,-17948.4306321359,169962.522194375,22258.1107769424,52783.5245892509,14521.5894736842,6721.07184628237,354.218546365915,-9956.35026455026,16676.5997772208,27483.0589807853
"OTU_268332",473719.943052075,332186.465190755,-74536.5071010861,-46455.7056530214,1326021.44931774,260710.650236703,-22434.9920634921,69266.7247284879,-392688.38331941,34888.2662211083,4708397.05597327,-19110.4522417154,-9263.32734614314,3831.62030075188,236243.954747981,173887.474658869,300904.226677806,31754.1821219716,112752.368699527,104915.676552492,500843.288081314,1261921.79573935,-78824.0944026733,162534.718045113,644315.186438318,596058.284461153,11841.1702868282,220032.53550543,3428624.44138123,88507.8675856307,-12800.7582846004,-621618.694792537,111963.310080757,35277.4338624339,494353.005012531,100758.452659426,282321.411723754,50340.306182122,83194.4412419939,332536.62225007,436973.919242551,-5061.49972152604,39142.1081871345,655742.212057923,-290696.748538012,181506.692007797,85332.6102756892,-30750.5618212197,-6452.07059314954,416876.265385686,51895.3798384851,268103.554720134,-88605.7518796993,77475.3529657477,1552.51977165135,91125.6384015595,92956.4338624339,110219.062099694,67196.7078808131,-19326.4306599833,49104.1459203564,159567.454747981,-43104.4887218045,217192.826510721,29133.4381787803,59738.5034809245,1075425.1513506,-22332.4296853244,31585.8153717627,84201.8703703704,-30882.574770259,154423.034530771,40076.9617098301,44680.3536619326,77125.3673071568,69184.0231133389,59099.320802005,-31904.2060707324,48825.3265107213,112423.164717349,338832.337231969,-57943.6030353662,102975.398357004,-32561.1722361459,158640.206209969,49408.5946811473,152640.694514063,97664.7095516569,43317.373294347,1685689.56683375,-12029.7279309385,72490.6198830409,299028.213728766,253149.907546644,-6133.13965469229,108014.193678641,130119.251740462,71489.1424394319,63930.0289612921,55922.1705653021,69330.0267335004,200012.335282651,65069.9140907825,23437.2127541075,356689.578808131,-1795.80576441103,-8812.56613756614,2886016.15998329,145258.328599276,1727543.90935673,61251.6771094403,139757.306599833,108912.413673072,181312.786688945,293472.047479811,21548642.9402673,841727.293650794,1077643.19966583,51512.7492341966,103030.55625174,1956095.94722918,7628.97883597884,176053.616123642,151602.94973545,321508.154692286,984249.496379838,-97183.3017265386,2566487.23350042,-159920.790309106,-96599.6548315233,925133.008632693,69067.6432748538,268203.731829574,53725.7816764133,25107.4631021999,23487.9278752437,286838.343915344,139400.598162072,128871.956697299
"OTU_296695",-16771.1785853523,14197.3755778335,-5836.35856307435,-4248.84483430799,66774.9099693679,58648.7660261766,-2676.50529100529,6101.2962684489,-53834.1052353105,1224.44266221108,155412.775215817,-3232.85764411028,4735.76733500418,-2636.21138958507,9241.9179337232,24381.0367307157,14806.915176831,4265.15811751601,9069.39437482595,15436.1310776942,34403.9052353105,44047.801475912,-3991.44956836536,9845.89281537176,102438.768504595,20810.7658869396,-1652.8992759677,15034.1536619326,639267.309440267,4788.3798663325,-833.296630465052,-33756.5389585074,21502.9921748816,6299.78412698413,6447.47825118351,17754.0439710387,14391.9437204121,659.062294625453,3800.5813700919,14277.5001113896,49005.6028961292,-176.858674463938,3533.31052631579,28742.5588137009,-30305.8840991367,25565.2950153161,14907.3125313283,-4264.63617376775,-5571.38872180451,35998.4149818992,18252.8611528822,12482.3035366193,-11390.1969367864,20641.2959899749,4788.78755221387,11978.8895850738,10631.9322751323,19180.6568643832,6975.66009468115,2925.14984683932,4055.37521581732,11738.4634363687,-6709.37287663603,34338.1758841548,2586.84742411585,12239.2245057087,109757.417571707,-4234.33038150933,11497.3503759398,9246.0544973545,-5090.10331384016,14693.4047897522,4187.28334725703,13652.8178223336,11492.739069897,5614.37181843498,9175.84722918407,1431.20957950432,7277.96583124478,30369.1228905597,39535.3521024784,-8906.8380673907,17011.7177666388,-3885.85984405458,26443.6549986076,8547.12211083264,23908.7791144528,4492.90804789752,10369.5508493456,85741.6773879142,-1767.5275967697,5791.97900306321,85567.9919521025,27393.6037315511,4907.15725424673,18519.1688944584,10755.823893066,6516.99885825675,10719.4481203008,4284.36850459482,6914.73127262601,27197.4681147313,11861.6441938179,-1834.35004177109,33265.7633806739,-1326.35797827903,-2064.97354497354,228361.516652743,11210.8657198552,61251.6771094403,18859.1735171261,17282.086716792,10210.1060150376,17836.6927875244,16313.5248398775,1411303.14149262,75725.9349206349,192056.250515177,5732.00910609858,-2202.87076023392,177912.187329435,-1710.00317460317,17865.0671400724,3847.74656084656,30553.3060707324,89534.6844611529,-5714.61378446115,125292.727123364,-26170.244834308,-7881.27382344751,142404.921303258,51433.8450570872,24430.0352548037,7755.66321358953,10329.3233082707,413.507268170426,-7037.61587301587,18507.6751879699,29913.4558897243
"OTU_296918",-1809.3328320802,29950.2411027569,-12253.5203007519,-8946.52247284879,164866.468615984,54730.9521581732,-5166.75661375661,13291.6782511835,-106948.386131997,3105.77315511,492898.034029518,-5990.3470342523,3571.89974937343,-3958.95611250348,27974.5046505152,30490.3337788917,47648.3128933445,7668.51411862991,20095.2046226678,18773.2124199387,81171.7131161236,160460.723586745,-7393.07479810638,23472.0597048176,112378.725368978,50008.4280701754,-2388.4514619883,34415.9972709552,706639.876023392,10984.8010025063,-2726.04087997772,-61209.3646895015,23192.070064049,8853.04126984127,-5913.49217488165,18827.3905875801,50438.6980228349,3309.7044834308,12760.0653856864,66963.7473127263,59027.4280144806,-5125.1723753829,4273.91099972153,69243.7133945976,-71612.0613199666,33430.1730994152,15129.7171261487,-8880.30938457254,-9368.79966583124,85137.822556391,15910.3053745475,29667.9192425508,-20605.942021721,21415.0057365636,3343.36769702033,17429.514619883,14819.453968254,20509.8872737399,7957.06727930938,-10545.5108883319,5588.76207184628,23765.3586187691,-13548.2060707324,34886.1549429128,3135.46098579783,11394.7061542746,205746.1208577,-7635.64065719855,10679.7885825675,15774.3925925926,-8973.88916736285,24794.0836535784,4537.29156223893,16685.9128933445,15081.5627958786,9971.87379560011,9764.21403508772,-3534.82528543581,8841.72213868003,29179.1262043999,47641.398384851,-20002.5438596491,16694.3614592036,-7012.51651350599,26829.2295739348,8290.49818991924,22794.856641604,9648.88699526594,11664.5609579504,197469.127262601,-3324.57794486216,9378.97282094124,76418.8664438875,28926.3873572821,914.069005847953,21954.6499582289,19710.1070453913,9768.49083820663,11716.8941241994,7769.89785575049,13048.0498468393,37405.1954887218,11992.5868003342,-1974.94346978557,51751.4071846282,-1983.65775549986,-3473.2962962963,471812.299972153,28138.6065719855,139757.306599833,17282.086716792,35499.2591478697,17361.3527708159,28698.7368978001,38930.5713728766,2481088.27663603,142031.337566138,127086.203675856,4859.56106934002,2514.44789752158,327841.806404901,-3540.39894179894,29169.6411584517,10596.8962962963,50270.2036758563,158093.137176274,-9147.07307156781,420931.812976887,-47376.9319966583,-14203.9148426622,167196.98652186,36758.2922305764,46430.5720969089,11094.1348927875,11376.567251462,924.082261208577,4786.25608465608,23167.8942912838,31003.0377053745
"OTU_302160",-6739.10863269284,19148.0704260652,-9687.55143414091,-6952.2597048176,96293.3667223615,47409.1394040657,-3621.34126984127,8384.74305207463,-76980.0749930382,1941.7828460039,299805.032748538,-4258.96368699527,772.438178780284,-1959.438791423,17316.3141464773,18982.9989696463,21540.3683653578,6425.4529657477,12295.9388471178,13050.3427736007,39922.3204956837,86694.9007797271,-5304.69111668059,13342.9280701754,83647.1559175717,48644.0663046505,-3776.80453912559,20288.7804511278,474457.702701197,6414.28590921749,-2516.24739626845,-44122.6685602896,18271.591283765,6272.08148148148,38325.4532999165,13713.5514619883,28960.3802005013,1867.86658312448,7848.65633528265,25490.5754107491,46835.1500974659,-2931.68240044556,6097.82419938736,46510.5496797549,-50548.5033695349,25275.9105541632,12375.1763018658,-6123.29810637705,-1608.13291562239,50101.3818991924,11093.4290726817,19804.7006404901,-14689.3314954052,15607.9301865776,-695.827151211362,10109.0162907268,16491.0708994709,18440.0887218045,7668.38674463938,-6332.76532999165,6263.03169033695,14420.5929824561,-9547.77081592871,28355.4862712336,266.76432748538,11190.5406293512,150675.685463659,-5377.36140350877,7579.72832080201,10379.1804232804,-6497.85881370092,19773.2648844333,5858.71498189919,8622.40116959064,10133.7471456419,9129.99621275411,7788.82283486494,-2918.38451684767,5885.81484266221,21733.5037872459,44772.1035366193,-13577.0382901699,13824.9015594542,-5014.96098579783,22927.0742690058,7027.1081871345,20477.1059871902,5898.83837371206,8067.60754664439,101683.835004177,-2605.01370091896,5632.59459760512,57319.2182400446,26665.7738791423,801.863241436926,14541.2992202729,14045.2200501253,5691.0365636313,7963.43035366193,4967.62575884155,9434.05040378725,22079.6385407964,9051.04514062935,609.254525201894,53235.5917850181,-1539.86452241715,-2972.90476190476,292161.747451963,15613.5420774158,108912.413673072,10210.1060150376,17361.3527708159,15632.4335561125,14564.2869952659,21702.094374826,1686359.44658869,75045.6079365079,97461.2654413812,5413.53519910888,-2222.7269005848,172434.568059036,-1576.98518518519,23066.7395433027,8583.3582010582,33087.7284043442,123662.438401559,-7357.95536062378,192231.294263436,-33897.6152603732,-10148.3096908939,144616.90749095,22319.3152882206,22218.5923698134,6430.5194096352,8151.71038707881,438.219493177388,3019.81587301587,12683.700139237,23521.9812587023
"OTU_313672",-40400.5303258145,26163.1937064884,71764.8009468115,50185.9667502089,110793.283653578,65025.9552770816,-7865.67195767196,22405.0451684767,-130201.387691451,1917.34051796157,603013.14491785,-9080.80601503759,-1202.0142021721,-3026.02556390977,27247.4289612921,54724.0947368421,57109.4456140351,9156.15243664717,24191.7526037316,17774.8628794208,68351.6183792815,178892.921414648,-10366.6890002785,21900.0227791701,120925.474965191,93729.720802005,-11319.839988861,27460.6492341966,882078.701642996,8248.40178223336,-968.447396268449,-87320.4230576441,25622.8246170983,13587.4317460317,41009.8480089112,23551.5890281259,66627.6558618769,1978.92108047898,16110.3351712615,59659.0150932888,93838.9384572542,-8008.00779727096,8713.99827346143,70698.2390977444,-109806.964745196,40890.1835700362,19571.2170426065,-12878.0785296575,-17194.1069896965,54889.2379838485,18091.4110832637,31093.589529379,-31218.2034530771,24253.0894458368,-10590.483764968,24987.2358674464,26762.982010582,32206.3913673072,13765.8925647452,-16353.4060707324,10352.0824839877,27379.4543581175,-17402.3845725425,40542.5307156781,27831.1024227235,14423.3279309385,166659.957950432,-11476.5868003342,21655.3727652464,7831.71111111111,-13807.7318295739,25368.5738791423,9104.62768031189,15348.3598997494,23504.0804789752,14760.4660540239,13199.9318295739,-6964.68398774715,8255.98256752994,30247.8461152882,66912.0008911167,-29863.0250626566,17905.0999721526,-10222.4387635756,27976.3647451963,8855.19548872181,19927.9641882484,8886.2627123364,11815.1678641047,173055.911723754,-5711.03169033695,32672.665497076,112441.767975494,34359.0278473963,-3124.25157337789,27783.6775271512,19180.3491506544,29208.2487329435,19131.8896129212,17900.4389863548,11921.37315511,36899.7549429128,10030.7525480368,6996.45029239766,85879.5584516848,-3858.0417710944,-6332.48148148148,414411.454859371,36618.4531885269,181312.786688945,17836.6927875244,28698.7368978001,14564.2869952659,104667.600222779,70636.8684489,2823777.62066277,147139.235978836,94156.5426900585,3221.97064884433,-9528.87557783347,333221.977053745,-3907.76084656085,24403.9241993874,15123.8349206349,48452.8548593707,117048.449512671,-5155.66911723754,443953.859871902,-71544.6459482038,-21103.4350877193,226348.815427458,50943.7935950989,84732.2082428293,16333.5215260373,6584.63102199944,299.824784182679,-10135.9428571429,35926.9562238931,33214.530994152
"OTU_316732",205.672208298524,55232.9829852409,-18570.4294625453,-13583.7665274297,232760.665524923,64970.7141743247,-9873.11375661376,29015.5904483431,-208631.531690337,4730.49768866611,938757.919131161,-11004.0915065441,-2285.16917293233,3275.33146755778,53098.1359231412,70418.3732386522,87123.2940128098,12128.7147312726,34928.5732108048,18426.817850181,107339.82481203,326559.777137288,-13489.4104149262,39675.8208576998,120109.889139515,182985.973294347,-15073.9479532164,47816.7102756892,846318.488276246,13586.2761626288,-7967.43313840156,-112525.849011417,29843.6249791145,14074.0814814815,145104.973489279,22265.9889445837,113051.909857978,4880.10356446672,29921.8501531607,127720.281063771,157358.158451685,-12565.731690337,8354.91581732108,119474.83817878,-153552.541241994,43672.2346978557,24705.2395154553,-17814.1811473127,-12752.4977165135,97065.4139236981,13364.03893066,50683.9966583124,-38182.5556669451,20334.4578947368,-16780.5277917015,24089.111807296,31448.5682539683,31964.2928432192,22847.2188248399,-27827.6575605681,11814.9445279866,39324.5681982735,-26795.1982734614,36987.6383180173,9801.54795321637,9848.09117237538,263698.613338903,-14075.0055137845,7456.26995265943,13437.773015873,-16480.8599275968,39696.1000278474,8666.74895572264,13289.6707323865,20306.6808688388,17312.2543581175,12052.5276524645,-15767.6242829295,8102.32138680033,20766.801197438,80506.9161236424,-41105.2719298246,16595.2045391256,-12939.3561403509,26940.461347814,7183.41840712893,17928.2828181565,17121.8932330827,10910.5053467001,399089.248816486,-7405.94770258981,24798.0287385129,69427.401475912,55651.4132553606,-7745.07660818713,29760.1741854637,34165.4133110554,19114.4993873573,17908.1666388193,21140.6499860763,17003.9905318853,54307.1030353662,9352.9045112782,13056.6869952659,100764.923169034,-3307.79713171818,-7952.57142857143,701185.845753272,44007.443497633,293472.047479811,16313.5248398775,38930.5713728766,21702.094374826,70636.8684489,137962.174575327,4668371.63038151,212577.36984127,-35069.001336675,1548.5477304372,-60.0220829852409,492306.355583403,-2874.05396825397,37763.9211083264,24823.9243386243,69653.2552770816,279429.698217767,-16506.7799220273,884131.639292676,-88142.1379560011,-26182.0156223893,262093.564689502,9700.78368142579,118041.783402952,15883.3478696742,5341.87357282094,1895.08081314397,9425.13333333333,53285.8836535784,28912.8971595656
"OTU_318833",7110918.92445001,4846887.33241437,-1482332.49445837,-1032312.88047898,19906037.972626,4752912.07708159,-462209.85978836,1182551.43884712,-7350363.1470064,524679.932776385,56079947.1358396,-489831.571651351,249773.080896686,-153414.827930938,3229248.50996937,3437688.06012253,4085530.3262044,489572.146700084,1902505.31695906,2038249.12968532,7775653.92584238,17154116.2077694,-1154072.64895572,3073890.01673629,11517926.3318574,8163811.84803676,186491.139710387,3528897.60562517,66985778.2768588,1219153.19440267,-181321.411083264,-9298413.6481203,2168483.92979671,649625.128042328,6183156.0438318,1845445.99690894,4341747.92589808,628488.320161515,1169533.36861598,3982886.77635756,7630099.76942356,-55909.4612921192,484736.627429685,8289082.7395433,-5457193.06371484,3437008.68961292,1453393.14683932,-718016.876218324,-65761.7944583681,7006776.23675856,1240655.1658034,3402870.44472292,-1751995.16630465,1492917.08657755,45421.4249791145,1581269.7695628,1601819.62010582,2049078.08265107,1085580.59966583,210049.891701476,704526.137956001,2569522.43113339,-904646.868838764,3737015.24689502,552519.946003899,941722.570091896,18413942.9795322,-318489.417265386,619003.192759677,1422273.17089947,-401318.390420496,2414041.14580897,536188.048036759,1104128.48810916,1191962.13505987,1081676.6085213,958587.636981342,-189783.28192704,964034.835783904,2279827.97084378,4891829.14296853,-1406504.79016987,1798986.64675578,-623298.738707881,2786523.47482595,869596.475494291,2552947.69724311,1457867.06789195,811651.821247563,28378292.4830131,-298345.68716235,1041694.20818713,5837252.62575884,4053714.68866611,-14850.2754942913,2036917.30757449,2207007.09456976,1097291.34722918,1163520.90815929,905727.915984405,1091285.61542746,3844786.58841548,1246256.46179337,326565.646895015,5677752.7834308,-147586.572681704,-193339.883597884,46853003.6937622,1902745.39593428,21548642.9402673,1411303.14149262,2481088.27663603,1686359.44658869,2823777.62066277,4668371.63038151,347397158.207212,13848818.8820106,24186156.6710109,774162.856780841,944418.516875522,32678142.2246449,-93287.5164021164,2751934.30996937,1809702.09047619,5022119.11810081,20182727.9206071,-1525739.49236981,39926690.1623782,-3439472.59264829,-1709088.46708438,15039739.6528544,2710635.39615706,4702497.08621554,883824.718629908,574177.201893623,328837.601113896,1813886.14074074,2747518.99320524,2471012.66028961
"OTU_322235",242074.787830688,335612.808994709,-108120.06984127,-76173.0825396825,1472952.27989418,224506.57989418,-20692.082010582,59833.1920634921,-328496.985714286,30264.8,2819897.45820106,-19936.0613756614,33519.6481481481,-31382.4534391534,165765.751851852,146463.625925926,288917.501587302,17938.2095238095,103182.663492063,100396.221693122,539629.983597884,1018378.3,-61188.491005291,161227.585714286,494413.555026455,260510.571957672,154994.54973545,268963.230687831,3289252.74285714,109055.596296296,9343.56931216931,-489134.91957672,99934.0386243386,32690.0243386243,-272489.879365079,81024.5465608466,255704.303174603,40300.2904761905,64618.2851851852,335997.668253968,311044.941798942,-4040.74338624339,18998.1465608466,512127.771957672,-215769.172486772,148130.078306878,69641.4714285714,-29954.3306878307,57959.6174603175,382053.716402116,75465.0783068783,206401.698412698,-64952.4941798942,74054.9486772487,51415.6121693122,82057.8915343915,67296.5798941799,79760.9661375661,39327.7714285714,8485.17830687831,28734.2846560847,176510.499470899,-39340.7566137566,157752.117460317,7016.52751322751,42221.4253968254,886467.357142857,-1051.9619047619,32148.4888888889,135893.713756614,3068.5291005291,115073.625396825,21886.7169312169,60114.2835978836,81890.8888888889,50365.7851851852,44356.5862433862,2896.54074074074,47819.1698412698,127091.582539683,223831.734391534,-57108.0873015873,72216.3994708995,-30907.4068783069,112683.765608466,38770.2671957672,104659.844444444,104015.876190476,47524.3158730159,1570122.35185185,-2046.96402116402,49275.7312169312,290614.47989418,97510.4338624339,3385.53915343915,93066.2301587302,100278.297354497,46500.9698412698,67088.9121693122,37274.8788359788,58608.3703703704,175236.423280423,97443.9899470899,-32778.6296296296,249410.492592593,-6863.54761904762,14201.3703703704,2294132.76243386,127833.542857143,841727.293650794,75725.9349206349,142031.337566138,75045.6079365079,147139.235978836,212577.36984127,13848818.8820106,1008808.94761905,1292758.13333333,36659.0894179894,83616.4587301587,2460493.35925926,-8806.23174603175,124784.617460317,67057.7793650794,273581.03015873,886822.133862434,-14255.2682539683,2243591.95079365,-151248.457142857,-93844.317989418,768130.189417989,256964.323809524,249057.641269841,57170.673015873,56112.9682539683,53899.471957672,77245.6497354497,117592.138624339,121839.680952381
